N(P,t) Data:

N(P,6) Data for P on 6 vertices:
N([1, 1, 1, 1], 6) = 1295
N([4, 1, 3, 3], 6) = 1295
N([4, 1, 3, 4], 6) = 1295
N([4, 1, 3, 5], 6) = 1295
N([4, 1, 3, 6], 6) = 1295
N([4, 1, 4, 1], 6) = 1295
N([4, 1, 4, 2], 6) = 1295
N([4, 1, 4, 3], 6) = 1295
N([4, 1, 4, 4], 6) = 1295
N([4, 1, 4, 5], 6) = 1295
N([4, 1, 4, 6], 6) = 1295
N([4, 1, 5, 1], 6) = 1295
N([4, 1, 5, 2], 6) = 1295
N([4, 1, 5, 3], 6) = 1295
N([4, 1, 5, 4], 6) = 1295
N([4, 1, 5, 5], 6) = 1295
N([4, 1, 5, 6], 6) = 1295
N([4, 1, 6, 1], 6) = 1295
N([4, 1, 6, 2], 6) = 1295
N([4, 1, 6, 3], 6) = 1295
N([4, 1, 6, 4], 6) = 1295
N([4, 1, 6, 5], 6) = 1295
N([4, 1, 6, 6], 6) = 1295
N([4, 2, 1, 1], 6) = 1295
N([4, 2, 1, 2], 6) = 1295
N([4, 2, 1, 3], 6) = 1295
N([4, 2, 1, 4], 6) = 1295
N([4, 2, 1, 5], 6) = 1295
N([4, 2, 1, 6], 6) = 1295
N([4, 2, 2, 1], 6) = 1295
N([4, 2, 2, 2], 6) = 1295
N([4, 2, 2, 3], 6) = 1295
N([4, 2, 2, 4], 6) = 1295
N([4, 2, 2, 5], 6) = 1295
N([4, 2, 2, 6], 6) = 1295
N([4, 2, 3, 1], 6) = 1295
N([4, 2, 3, 2], 6) = 1295
N([4, 2, 3, 3], 6) = 1295
N([4, 2, 3, 4], 6) = 1295
N([4, 2, 3, 5], 6) = 1295
N([4, 2, 3, 6], 6) = 1295
N([4, 2, 4, 1], 6) = 1295
N([4, 2, 4, 2], 6) = 1295
N([4, 2, 4, 3], 6) = 1295
N([4, 2, 4, 4], 6) = 1295
N([4, 2, 4, 5], 6) = 1295
N([4, 2, 4, 6], 6) = 1295
N([4, 2, 5, 1], 6) = 1295
N([4, 2, 5, 2], 6) = 1295
N([4, 2, 5, 3], 6) = 1295
N([4, 2, 5, 4], 6) = 1295
N([4, 2, 5, 5], 6) = 1295
N([4, 2, 5, 6], 6) = 1295
N([4, 2, 6, 1], 6) = 1295
N([4, 2, 6, 2], 6) = 1295
N([4, 2, 6, 3], 6) = 1295
N([4, 2, 6, 4], 6) = 1295
N([4, 2, 6, 5], 6) = 1295
N([4, 2, 6, 6], 6) = 1295
N([4, 3, 1, 1], 6) = 1295
N([4, 3, 1, 2], 6) = 1295
N([4, 3, 1, 3], 6) = 1295
N([4, 3, 1, 4], 6) = 1295
N([4, 3, 1, 5], 6) = 1295
N([4, 3, 1, 6], 6) = 1295
N([4, 3, 2, 1], 6) = 1295
N([4, 3, 2, 2], 6) = 1295
N([4, 3, 2, 3], 6) = 1295
N([4, 3, 2, 4], 6) = 1295
N([4, 3, 2, 5], 6) = 1295
N([4, 3, 2, 6], 6) = 1295
N([4, 3, 3, 1], 6) = 1295
N([4, 3, 3, 2], 6) = 1295
N([4, 3, 3, 3], 6) = 1295
N([4, 3, 3, 4], 6) = 1295
N([4, 3, 3, 5], 6) = 1295
N([4, 3, 3, 6], 6) = 1295
N([4, 3, 4, 1], 6) = 1295
N([4, 3, 4, 2], 6) = 1295
N([4, 3, 4, 3], 6) = 1295
N([4, 3, 4, 4], 6) = 1295
N([4, 3, 4, 5], 6) = 1295
N([4, 3, 4, 6], 6) = 1295
N([4, 3, 5, 1], 6) = 1295
N([4, 3, 5, 2], 6) = 1295
N([4, 3, 5, 3], 6) = 1295
N([4, 3, 5, 4], 6) = 1295
N([4, 3, 5, 5], 6) = 1295
N([4, 3, 5, 6], 6) = 1295
N([4, 3, 6, 1], 6) = 1295
N([4, 3, 6, 2], 6) = 1295
N([4, 3, 6, 3], 6) = 1295
N([4, 3, 6, 4], 6) = 1295
N([4, 3, 6, 5], 6) = 1295
N([4, 3, 6, 6], 6) = 1295
N([4, 4, 1, 1], 6) = 1295
N([4, 4, 1, 2], 6) = 1295
N([4, 4, 1, 3], 6) = 1295
N([4, 4, 1, 4], 6) = 1295
N([4, 4, 1, 5], 6) = 1295
N([4, 4, 1, 6], 6) = 1295
N([4, 4, 2, 1], 6) = 1295
N([4, 4, 2, 2], 6) = 1295
N([4, 4, 2, 3], 6) = 1295
N([4, 4, 2, 4], 6) = 1295
N([4, 4, 2, 5], 6) = 1295
N([4, 4, 2, 6], 6) = 1295
N([4, 4, 3, 1], 6) = 1295
N([4, 4, 3, 2], 6) = 1295
N([4, 4, 3, 3], 6) = 1295
N([4, 4, 3, 4], 6) = 1295
N([4, 4, 3, 5], 6) = 1295
N([4, 4, 3, 6], 6) = 1295
N([4, 4, 4, 1], 6) = 1295
N([4, 4, 4, 2], 6) = 1295
N([4, 4, 4, 3], 6) = 1295
N([4, 4, 4, 4], 6) = 1295
N([4, 4, 4, 5], 6) = 1295
N([4, 4, 4, 6], 6) = 1295
N([4, 4, 5, 1], 6) = 1295
N([4, 4, 5, 2], 6) = 1295
N([4, 4, 5, 3], 6) = 1295
N([4, 4, 5, 4], 6) = 1295
N([4, 4, 5, 5], 6) = 1295
N([4, 4, 5, 6], 6) = 1295
N([4, 4, 6, 1], 6) = 1295
N([4, 4, 6, 2], 6) = 1295
N([4, 4, 6, 3], 6) = 1295
N([4, 4, 6, 4], 6) = 1295
N([4, 4, 6, 5], 6) = 1295
N([4, 4, 6, 6], 6) = 1295
N([4, 5, 1, 1], 6) = 1295
N([4, 5, 1, 2], 6) = 1295
N([4, 5, 1, 3], 6) = 1295
N([4, 5, 1, 4], 6) = 1295
N([4, 5, 1, 5], 6) = 1295
N([4, 5, 1, 6], 6) = 1295
N([4, 5, 2, 1], 6) = 1295
N([4, 5, 2, 2], 6) = 1295
N([4, 5, 2, 3], 6) = 1295
N([4, 5, 2, 4], 6) = 1295
N([4, 5, 2, 5], 6) = 1295
N([4, 5, 2, 6], 6) = 1295
N([4, 5, 3, 1], 6) = 1295
N([4, 5, 3, 2], 6) = 1295
N([4, 5, 3, 3], 6) = 1295
N([4, 5, 3, 4], 6) = 1295
N([4, 5, 3, 5], 6) = 1295
N([4, 5, 3, 6], 6) = 1295
N([4, 5, 4, 1], 6) = 1295
N([4, 5, 4, 2], 6) = 1295
N([4, 5, 4, 3], 6) = 1295
N([4, 5, 4, 4], 6) = 1295
N([4, 5, 4, 5], 6) = 1295
N([4, 5, 4, 6], 6) = 1295
N([4, 5, 5, 1], 6) = 1295
N([4, 5, 5, 2], 6) = 1295
N([4, 5, 5, 3], 6) = 1295
N([4, 5, 5, 4], 6) = 1295
N([4, 5, 5, 5], 6) = 1295
N([4, 5, 5, 6], 6) = 1295
N([4, 5, 6, 1], 6) = 1295
N([4, 5, 6, 2], 6) = 1295
N([4, 5, 6, 3], 6) = 1295
N([4, 5, 6, 4], 6) = 1295
N([4, 5, 6, 5], 6) = 1295
N([4, 5, 6, 6], 6) = 1295
N([4, 6, 1, 1], 6) = 1295
N([4, 6, 1, 2], 6) = 1295
N([4, 6, 1, 3], 6) = 1295
N([4, 6, 1, 4], 6) = 1295
N([4, 6, 1, 5], 6) = 1295
N([4, 6, 1, 6], 6) = 1295
N([4, 6, 2, 1], 6) = 1295
N([4, 6, 2, 2], 6) = 1295
N([4, 6, 2, 3], 6) = 1295
N([4, 6, 2, 4], 6) = 1295
N([4, 6, 2, 5], 6) = 1295
N([4, 6, 2, 6], 6) = 1295
N([4, 6, 3, 1], 6) = 1295
N([4, 6, 3, 2], 6) = 1295
N([4, 6, 3, 3], 6) = 1295
N([4, 6, 3, 4], 6) = 1295
N([4, 6, 3, 5], 6) = 1295
N([4, 6, 3, 6], 6) = 1295
N([4, 6, 4, 1], 6) = 1295
N([4, 6, 4, 2], 6) = 1295
N([4, 6, 4, 3], 6) = 1295
N([4, 6, 4, 4], 6) = 1295
N([4, 6, 4, 5], 6) = 1295
N([4, 6, 4, 6], 6) = 1295
N([4, 6, 5, 1], 6) = 1295
N([4, 6, 5, 2], 6) = 1295
N([4, 6, 5, 3], 6) = 1295
N([4, 6, 5, 4], 6) = 1295
N([4, 6, 5, 5], 6) = 1295
N([4, 6, 5, 6], 6) = 1295
N([4, 6, 6, 1], 6) = 1295
N([4, 6, 6, 2], 6) = 1295
N([4, 6, 6, 3], 6) = 1295
N([4, 6, 6, 4], 6) = 1295
N([4, 6, 6, 5], 6) = 1295
N([4, 6, 6, 6], 6) = 1295
N([5, 1, 1, 1], 6) = 1295
N([5, 1, 1, 2], 6) = 1295
N([5, 1, 1, 3], 6) = 1295
N([5, 1, 1, 4], 6) = 1295
N([5, 1, 1, 5], 6) = 1295
N([5, 1, 1, 6], 6) = 1295
N([5, 1, 2, 1], 6) = 1295
N([5, 1, 2, 2], 6) = 1295
N([5, 1, 2, 3], 6) = 1295
N([5, 1, 2, 4], 6) = 1295
N([5, 1, 2, 5], 6) = 1295
N([5, 1, 2, 6], 6) = 1295
N([5, 1, 3, 1], 6) = 1295
N([5, 1, 3, 2], 6) = 1295
N([5, 1, 3, 3], 6) = 1295
N([5, 1, 3, 4], 6) = 1295
N([5, 1, 3, 5], 6) = 1295
N([5, 1, 3, 6], 6) = 1295
N([5, 1, 4, 1], 6) = 1295
N([5, 1, 4, 2], 6) = 1295
N([5, 1, 4, 3], 6) = 1295
N([5, 1, 4, 4], 6) = 1295
N([5, 1, 4, 5], 6) = 1295
N([5, 1, 4, 6], 6) = 1295
N([5, 1, 5, 1], 6) = 1295
N([5, 1, 5, 2], 6) = 1295
N([5, 1, 5, 3], 6) = 1295
N([5, 1, 5, 4], 6) = 1295
N([5, 1, 5, 5], 6) = 1295
N([5, 1, 5, 6], 6) = 1295
N([5, 1, 6, 1], 6) = 1295
N([5, 1, 6, 2], 6) = 1295
N([5, 1, 6, 3], 6) = 1295
N([5, 1, 6, 4], 6) = 1295
N([5, 1, 6, 5], 6) = 1295
N([5, 1, 6, 6], 6) = 1295
N([5, 2, 1, 1], 6) = 1295
N([5, 2, 1, 2], 6) = 1295
N([5, 2, 1, 3], 6) = 1295
N([5, 2, 1, 4], 6) = 1295
N([5, 2, 1, 5], 6) = 1295
N([5, 2, 1, 6], 6) = 1295
N([5, 2, 2, 1], 6) = 1295
N([5, 2, 2, 2], 6) = 1295
N([5, 2, 2, 3], 6) = 1295
N([5, 2, 2, 4], 6) = 1295
N([5, 2, 2, 5], 6) = 1295
N([5, 2, 2, 6], 6) = 1295
N([5, 2, 3, 1], 6) = 1295
N([5, 2, 3, 2], 6) = 1295
N([5, 2, 3, 3], 6) = 1295
N([5, 2, 3, 4], 6) = 1295
N([5, 2, 3, 5], 6) = 1295
N([5, 2, 3, 6], 6) = 1295
N([5, 2, 4, 1], 6) = 1295
N([5, 2, 4, 2], 6) = 1295
N([5, 2, 4, 3], 6) = 1295
N([5, 2, 4, 4], 6) = 1295
N([5, 2, 4, 5], 6) = 1295
N([5, 2, 4, 6], 6) = 1295
N([5, 2, 5, 1], 6) = 1295
N([5, 2, 5, 2], 6) = 1295
N([5, 2, 5, 3], 6) = 1295
N([5, 2, 5, 4], 6) = 1295
N([5, 2, 5, 5], 6) = 1295
N([5, 2, 5, 6], 6) = 1295
N([5, 2, 6, 1], 6) = 1295
N([5, 2, 6, 2], 6) = 1295
N([5, 2, 6, 3], 6) = 1295
N([5, 2, 6, 4], 6) = 1295
N([5, 2, 6, 5], 6) = 1295
N([5, 2, 6, 6], 6) = 1295
N([5, 3, 1, 1], 6) = 1295
N([5, 3, 1, 2], 6) = 1295
N([5, 3, 1, 3], 6) = 1295
N([5, 3, 1, 4], 6) = 1295
N([5, 3, 1, 5], 6) = 1295
N([5, 3, 1, 6], 6) = 1295
N([5, 3, 2, 1], 6) = 1295
N([5, 3, 2, 2], 6) = 1295
N([5, 3, 2, 3], 6) = 1295
N([5, 3, 2, 4], 6) = 1295
N([5, 3, 2, 5], 6) = 1295
N([5, 3, 2, 6], 6) = 1295
N([5, 3, 3, 1], 6) = 1295
N([5, 3, 3, 2], 6) = 1295
N([5, 3, 3, 3], 6) = 1295
N([5, 3, 3, 4], 6) = 1295
N([5, 3, 3, 5], 6) = 1295
N([5, 3, 3, 6], 6) = 1295
N([5, 3, 4, 1], 6) = 1295
N([5, 3, 4, 2], 6) = 1295
N([5, 3, 4, 3], 6) = 1295
N([5, 3, 4, 4], 6) = 1295
N([5, 3, 4, 5], 6) = 1295
N([5, 3, 4, 6], 6) = 1295
N([5, 3, 5, 1], 6) = 1295
N([5, 3, 5, 2], 6) = 1295
N([5, 3, 5, 3], 6) = 1295
N([5, 3, 5, 4], 6) = 1295
N([5, 3, 5, 5], 6) = 1295
N([5, 3, 5, 6], 6) = 1295
N([5, 3, 6, 1], 6) = 1295
N([5, 3, 6, 2], 6) = 1295
N([5, 3, 6, 3], 6) = 1295
N([5, 3, 6, 4], 6) = 1295
N([5, 3, 6, 5], 6) = 1295
N([5, 3, 6, 6], 6) = 1295
N([5, 4, 1, 1], 6) = 1295
N([5, 4, 1, 2], 6) = 1295
N([5, 4, 1, 3], 6) = 1295
N([5, 4, 1, 4], 6) = 1295
N([5, 4, 1, 5], 6) = 1295
N([5, 4, 1, 6], 6) = 1295
N([5, 4, 2, 1], 6) = 1295
N([5, 4, 2, 2], 6) = 1295
N([5, 4, 2, 3], 6) = 1295
N([5, 4, 2, 4], 6) = 1295
N([5, 4, 2, 5], 6) = 1295
N([5, 4, 2, 6], 6) = 1295
N([5, 4, 3, 1], 6) = 1295
N([5, 4, 3, 2], 6) = 1295
N([5, 4, 3, 3], 6) = 1295
N([5, 4, 3, 4], 6) = 1295
N([5, 4, 3, 5], 6) = 1295
N([5, 4, 3, 6], 6) = 1295
N([5, 4, 4, 1], 6) = 1295
N([5, 4, 4, 2], 6) = 1295
N([5, 4, 4, 3], 6) = 1295
N([5, 4, 4, 4], 6) = 1295
N([5, 4, 4, 5], 6) = 1295
N([5, 4, 4, 6], 6) = 1295
N([5, 4, 5, 1], 6) = 1295
N([5, 4, 5, 2], 6) = 1295
N([5, 4, 5, 3], 6) = 1295
N([5, 4, 5, 4], 6) = 1295
N([5, 4, 5, 5], 6) = 1295
N([5, 4, 5, 6], 6) = 1295
N([5, 4, 6, 1], 6) = 1295
N([5, 4, 6, 2], 6) = 1295
N([5, 4, 6, 3], 6) = 1295
N([5, 4, 6, 4], 6) = 1295
N([5, 4, 6, 5], 6) = 1295
N([5, 4, 6, 6], 6) = 1295
N([5, 5, 1, 1], 6) = 1295
N([5, 5, 1, 2], 6) = 1295
N([5, 5, 1, 3], 6) = 1295
N([5, 5, 1, 4], 6) = 1295
N([5, 5, 1, 5], 6) = 1295
N([5, 5, 1, 6], 6) = 1295
N([5, 5, 2, 1], 6) = 1295
N([5, 5, 2, 2], 6) = 1295
N([5, 5, 2, 3], 6) = 1295
N([5, 5, 2, 4], 6) = 1295
N([5, 5, 2, 5], 6) = 1295
N([5, 5, 2, 6], 6) = 1295
N([5, 5, 3, 1], 6) = 1295
N([5, 5, 3, 2], 6) = 1295
N([5, 5, 3, 3], 6) = 1295
N([5, 5, 3, 4], 6) = 1295
N([5, 5, 3, 5], 6) = 1295
N([5, 5, 3, 6], 6) = 1295
N([5, 5, 4, 1], 6) = 1295
N([5, 5, 4, 2], 6) = 1295
N([5, 5, 4, 3], 6) = 1295
N([5, 5, 4, 4], 6) = 1295
N([5, 5, 4, 5], 6) = 1295
N([5, 5, 4, 6], 6) = 1295
N([5, 5, 5, 1], 6) = 1295
N([5, 5, 5, 2], 6) = 1295
N([5, 5, 5, 3], 6) = 1295
N([5, 5, 5, 4], 6) = 1295
N([5, 5, 5, 5], 6) = 1295
N([5, 5, 5, 6], 6) = 1295
N([5, 5, 6, 1], 6) = 1295
N([5, 5, 6, 2], 6) = 1295
N([5, 5, 6, 3], 6) = 1295
N([5, 5, 6, 4], 6) = 1295
N([5, 5, 6, 5], 6) = 1295
N([5, 5, 6, 6], 6) = 1295
N([5, 6, 1, 1], 6) = 1295
N([5, 6, 1, 2], 6) = 1295
N([5, 6, 1, 3], 6) = 1295
N([5, 6, 1, 4], 6) = 1295
N([5, 6, 1, 5], 6) = 1295
N([5, 6, 1, 6], 6) = 1295
N([5, 6, 2, 1], 6) = 1295
N([5, 6, 2, 2], 6) = 1295
N([5, 6, 2, 3], 6) = 1295
N([5, 6, 2, 4], 6) = 1295
N([5, 6, 2, 5], 6) = 1295
N([5, 6, 2, 6], 6) = 1295
N([5, 6, 3, 1], 6) = 1295
N([5, 6, 3, 2], 6) = 1295
N([5, 6, 3, 3], 6) = 1295
N([5, 6, 3, 4], 6) = 1295
N([5, 6, 3, 5], 6) = 1295
N([5, 6, 3, 6], 6) = 1295
N([5, 6, 4, 1], 6) = 1295
N([5, 6, 4, 2], 6) = 1295
N([5, 6, 4, 3], 6) = 1295
N([5, 6, 4, 4], 6) = 1295
N([5, 6, 4, 5], 6) = 1295
N([5, 6, 4, 6], 6) = 1295
N([5, 6, 5, 1], 6) = 1295
N([5, 6, 5, 2], 6) = 1295
N([5, 6, 5, 3], 6) = 1295
N([5, 6, 5, 4], 6) = 1295
N([5, 6, 5, 5], 6) = 1295
N([5, 6, 5, 6], 6) = 1295
N([5, 6, 6, 1], 6) = 1295
N([5, 6, 6, 2], 6) = 1295
N([5, 6, 6, 3], 6) = 1295
N([5, 6, 6, 4], 6) = 1295
N([5, 6, 6, 5], 6) = 1295
N([5, 6, 6, 6], 6) = 1295
N([6, 1, 1, 1], 6) = 1295
N([6, 1, 1, 2], 6) = 1295
N([6, 1, 1, 3], 6) = 1295
N([6, 1, 1, 4], 6) = 1295
N([6, 1, 1, 5], 6) = 1295
N([6, 1, 1, 6], 6) = 1295
N([6, 1, 2, 1], 6) = 1295
N([6, 1, 2, 2], 6) = 1295
N([6, 1, 2, 3], 6) = 1295
N([6, 1, 2, 4], 6) = 1295
N([6, 1, 2, 5], 6) = 1295
N([6, 1, 2, 6], 6) = 1295
N([6, 1, 3, 1], 6) = 1295
N([6, 1, 3, 2], 6) = 1295
N([6, 1, 3, 3], 6) = 1295
N([6, 1, 3, 4], 6) = 1295
N([6, 1, 3, 5], 6) = 1295
N([6, 1, 3, 6], 6) = 1295
N([6, 1, 4, 1], 6) = 1295
N([6, 1, 4, 2], 6) = 1295
N([6, 1, 4, 3], 6) = 1295
N([6, 1, 4, 4], 6) = 1295
N([6, 1, 4, 5], 6) = 1295
N([6, 1, 4, 6], 6) = 1295
N([6, 1, 5, 1], 6) = 1295
N([6, 1, 5, 2], 6) = 1295
N([6, 1, 5, 3], 6) = 1295
N([6, 1, 5, 4], 6) = 1295
N([6, 1, 5, 5], 6) = 1295
N([6, 1, 5, 6], 6) = 1295
N([6, 1, 6, 1], 6) = 1295
N([6, 1, 6, 2], 6) = 1295
N([6, 1, 6, 3], 6) = 1295
N([6, 1, 6, 4], 6) = 1295
N([6, 1, 6, 5], 6) = 1295
N([6, 1, 6, 6], 6) = 1295
N([6, 2, 1, 1], 6) = 1295
N([6, 2, 1, 2], 6) = 1295
N([6, 2, 1, 3], 6) = 1295
N([6, 2, 1, 4], 6) = 1295
N([6, 2, 1, 5], 6) = 1295
N([6, 2, 1, 6], 6) = 1295
N([6, 2, 2, 1], 6) = 1295
N([6, 2, 2, 2], 6) = 1295
N([6, 2, 2, 3], 6) = 1295
N([6, 2, 2, 4], 6) = 1295
N([6, 2, 2, 5], 6) = 1295
N([6, 2, 2, 6], 6) = 1295
N([6, 2, 3, 1], 6) = 1295
N([6, 2, 3, 2], 6) = 1295
N([6, 2, 3, 3], 6) = 1295
N([6, 2, 3, 4], 6) = 1295
N([6, 2, 3, 5], 6) = 1295
N([6, 2, 3, 6], 6) = 1295
N([6, 2, 4, 1], 6) = 1295
N([6, 2, 4, 2], 6) = 1295
N([6, 2, 4, 3], 6) = 1295
N([6, 2, 4, 4], 6) = 1295
N([6, 2, 4, 5], 6) = 1295
N([6, 2, 4, 6], 6) = 1295
N([6, 2, 5, 1], 6) = 1295
N([6, 2, 5, 2], 6) = 1295
N([6, 2, 5, 3], 6) = 1295
N([6, 2, 5, 4], 6) = 1295
N([6, 2, 5, 5], 6) = 1295
N([6, 2, 5, 6], 6) = 1295
N([6, 2, 6, 1], 6) = 1295
N([6, 2, 6, 2], 6) = 1295
N([6, 2, 6, 3], 6) = 1295
N([6, 2, 6, 4], 6) = 1295
N([6, 2, 6, 5], 6) = 1295
N([6, 2, 6, 6], 6) = 1295
N([6, 3, 1, 1], 6) = 1295
N([6, 3, 1, 2], 6) = 1295
N([6, 3, 1, 3], 6) = 1295
N([6, 3, 1, 4], 6) = 1295
N([6, 3, 1, 5], 6) = 1295
N([6, 3, 1, 6], 6) = 1295
N([6, 3, 2, 1], 6) = 1295
N([6, 3, 2, 2], 6) = 1295
N([6, 3, 2, 3], 6) = 1295
N([6, 3, 2, 4], 6) = 1295
N([6, 3, 2, 5], 6) = 1295
N([6, 3, 2, 6], 6) = 1295
N([6, 3, 3, 1], 6) = 1295
N([6, 3, 3, 2], 6) = 1295
N([6, 3, 3, 3], 6) = 1295
N([6, 3, 3, 4], 6) = 1295
N([6, 3, 3, 5], 6) = 1295
N([6, 3, 3, 6], 6) = 1295
N([6, 3, 4, 1], 6) = 1295
N([6, 3, 4, 2], 6) = 1295
N([6, 3, 4, 3], 6) = 1295
N([6, 3, 4, 4], 6) = 1295
N([6, 3, 4, 5], 6) = 1295
N([6, 3, 4, 6], 6) = 1295
N([6, 3, 5, 1], 6) = 1295
N([6, 3, 5, 2], 6) = 1295
N([6, 3, 5, 3], 6) = 1295
N([6, 3, 5, 4], 6) = 1295
N([6, 3, 5, 5], 6) = 1295
N([6, 3, 5, 6], 6) = 1295
N([6, 3, 6, 1], 6) = 1295
N([6, 3, 6, 2], 6) = 1295
N([6, 3, 6, 3], 6) = 1295
N([6, 3, 6, 4], 6) = 1295
N([6, 3, 6, 5], 6) = 1295
N([6, 3, 6, 6], 6) = 1295
N([6, 4, 1, 1], 6) = 1295
N([6, 4, 1, 2], 6) = 1295
N([6, 4, 1, 3], 6) = 1295
N([6, 4, 1, 4], 6) = 1295
N([6, 4, 1, 5], 6) = 1295
N([6, 4, 1, 6], 6) = 1295
N([6, 4, 2, 1], 6) = 1295
N([6, 4, 2, 2], 6) = 1295
N([6, 4, 2, 3], 6) = 1295
N([6, 4, 2, 4], 6) = 1295
N([6, 4, 2, 5], 6) = 1295
N([6, 4, 2, 6], 6) = 1295
N([6, 4, 3, 1], 6) = 1295
N([6, 4, 3, 2], 6) = 1295
N([6, 4, 3, 3], 6) = 1295
N([6, 4, 3, 4], 6) = 1295
N([6, 4, 3, 5], 6) = 1295
N([6, 4, 3, 6], 6) = 1295
N([6, 4, 4, 1], 6) = 1295
N([6, 4, 4, 2], 6) = 1295
N([6, 4, 4, 3], 6) = 1295
N([6, 4, 4, 4], 6) = 1295
N([6, 4, 4, 5], 6) = 1295
N([6, 4, 4, 6], 6) = 1295
N([6, 4, 5, 1], 6) = 1295
N([6, 4, 5, 2], 6) = 1295
N([6, 4, 5, 3], 6) = 1295
N([6, 4, 5, 4], 6) = 1295
N([6, 4, 5, 5], 6) = 1295
N([6, 4, 5, 6], 6) = 1295
N([6, 4, 6, 1], 6) = 1295
N([6, 4, 6, 2], 6) = 1295
N([6, 4, 6, 3], 6) = 1295
N([6, 4, 6, 4], 6) = 1295
N([6, 4, 6, 5], 6) = 1295
N([6, 4, 6, 6], 6) = 1295
N([6, 5, 1, 1], 6) = 1295
N([6, 5, 1, 2], 6) = 1295
N([6, 5, 1, 3], 6) = 1295
N([6, 5, 1, 4], 6) = 1295
N([6, 5, 1, 5], 6) = 1295
N([6, 5, 1, 6], 6) = 1295
N([6, 5, 2, 1], 6) = 1295
N([6, 5, 2, 2], 6) = 1295
N([6, 5, 2, 3], 6) = 1295
N([6, 5, 2, 4], 6) = 1295
N([6, 5, 2, 5], 6) = 1295
N([6, 5, 2, 6], 6) = 1295
N([6, 5, 3, 1], 6) = 1295
N([6, 5, 3, 2], 6) = 1295
N([6, 5, 3, 3], 6) = 1295
N([6, 5, 3, 4], 6) = 1295
N([6, 5, 3, 5], 6) = 1295
N([6, 5, 3, 6], 6) = 1295
N([6, 5, 4, 1], 6) = 1295
N([6, 5, 4, 2], 6) = 1295
N([6, 5, 4, 3], 6) = 1295
N([6, 5, 4, 4], 6) = 1295
N([6, 5, 4, 5], 6) = 1295
N([6, 5, 4, 6], 6) = 1295
N([6, 5, 5, 1], 6) = 1295
N([6, 5, 5, 2], 6) = 1295
N([6, 5, 5, 3], 6) = 1295
N([6, 5, 5, 4], 6) = 1295
N([6, 5, 5, 5], 6) = 1295
N([6, 5, 5, 6], 6) = 1295
N([6, 5, 6, 1], 6) = 1295
N([6, 5, 6, 2], 6) = 1295
N([6, 5, 6, 3], 6) = 1295
N([6, 5, 6, 4], 6) = 1295
N([6, 5, 6, 5], 6) = 1295
N([6, 5, 6, 6], 6) = 1295
N([6, 6, 1, 1], 6) = 1295
N([6, 6, 1, 2], 6) = 1295
N([6, 6, 1, 3], 6) = 1295
N([6, 6, 1, 4], 6) = 1295
N([6, 6, 1, 5], 6) = 1295
N([6, 6, 1, 6], 6) = 1295
N([6, 6, 2, 1], 6) = 1295
N([6, 6, 2, 2], 6) = 1295
N([6, 6, 2, 3], 6) = 1295
N([6, 6, 2, 4], 6) = 1295
N([6, 6, 2, 5], 6) = 1295
N([6, 6, 2, 6], 6) = 1295
N([6, 6, 3, 1], 6) = 1295
N([6, 6, 3, 2], 6) = 1295
N([6, 6, 3, 3], 6) = 1295
N([6, 6, 3, 4], 6) = 1295
N([6, 6, 3, 5], 6) = 1295
N([6, 6, 3, 6], 6) = 1295
N([6, 6, 4, 1], 6) = 1295
N([6, 6, 4, 2], 6) = 1295
N([6, 6, 4, 3], 6) = 1295
N([6, 6, 4, 4], 6) = 1295
N([6, 6, 4, 5], 6) = 1295
N([6, 6, 4, 6], 6) = 1295
N([6, 6, 5, 1], 6) = 1295
N([6, 6, 5, 2], 6) = 1295
N([6, 6, 5, 3], 6) = 1295
N([6, 6, 5, 4], 6) = 1295
N([6, 6, 5, 5], 6) = 1295
N([6, 6, 5, 6], 6) = 1295
N([6, 6, 6, 1], 6) = 1295
N([6, 6, 6, 2], 6) = 1295
N([6, 6, 6, 3], 6) = 1295
N([6, 6, 6, 4], 6) = 1295
N([6, 6, 6, 5], 6) = 1295
N([6, 6, 6, 6], 6) = 1295

N(P,7)
N([], 7) = 0
N([1], 7) = 32
N([2], 7) = 0
N([3], 7) = 32
N([1, 1], 7) = 4797
N([1, 2], 7) = 2945
N([1, 3], 7) = 1926
N([1, 4], 7) = 1937
N([2, 1], 7) = 3244
N([2, 2], 7) = 2839
N([2, 3], 7) = 678
N([2, 4], 7) = 1926
N([3, 1], 7) = 2349
N([3, 2], 7) = 1072
N([3, 3], 7) = 2839
N([3, 4], 7) = 3244
N([4, 1], 7) = 1937
N([4, 2], 7) = 1926
N([4, 3], 7) = 2945
N([4, 4], 7) = 4797
N([1, 1, 1], 7) = 13624
N([1, 1, 2], 7) = 13311
N([1, 1, 3], 7) = 12857
N([1, 1, 4], 7) = 12903
N([1, 1, 5], 7) = 13213
N([1, 2, 1], 7) = 13310
N([1, 2, 2], 7) = 12392
N([1, 2, 3], 7) = 11783
N([1, 2, 4], 7) = 12053
N([1, 2, 5], 7) = 12954
N([1, 3, 1], 7) = 12857
N([1, 3, 2], 7) = 11786
N([1, 3, 3], 7) = 11181
N([1, 3, 4], 7) = 11311
N([1, 3, 5], 7) = 12523
N([1, 4, 1], 7) = 12903
N([1, 4, 2], 7) = 12053
N([1, 4, 3], 7) = 11311
N([1, 4, 4], 7) = 11440
